year,artist,count,tag
"2022","Rin","6","japanese"
"2022","Jackie Presti","2","Soundtrack"
"2022","UZ","1","trap"
"2022","Lanks","2","electronic"
"2022","Sabrepulse","10","8-bit"
"2022","Wolfgang Gartner","18","electro house"
"2022","Hot Sugar","8","electronic"
"2022","Monolithic","1","synthpop"
"2022","Kareful","1","wave"
"2022","OK KID","3","electronic"
"2022","Rage Against the Machine","39","rock"
"2022","DAOKO","2","japanese"
"2022","Holly","3","electronic"
"2022","Haywyre","7","dubstep"
"2022","Klaypex","23","dubstep"
"2022","anzo","2","electronic"
"2022","Vanilla","6","screamo"
"2022","Poldoore","12","downtempo"
"2022","Jerry Folk","9","Norway"
"2022","Pond","2","psychedelic"
"2022","Caesars","1","indie"
"2022","Sebastian Wolff","1","Classical"
"2022","Yassin","12","Hip-Hop"
"2022","Perturbator","5","synthwave"
"2022","Fever The Ghost","2","psychedelic"
"2022","Vince Staples","83","Hip-Hop"
"2022","Tom Vek","2","indie"
"2022","No Angels","2","pop"
"2022","Chromatics","7","electronic"
"2022","Anbuu","3","electronic"
"2022","slowthai","2","Grime"
"2022","Etienne de Crécy","1","House"
"2022","Justin Timberlake","5","pop"
"2022","toe","23","post-rock"
"2022","Danny Baranowsky","7","Soundtrack"
"2022","QZB","3","Drum and bass"
"2022","Al Bizzare","1","electro house"
"2022","aNTOJE","2","beats"
"2022","Culprate","2","dubstep"
"2022","Eminem","4","Hip-Hop"
"2022","18 Carat Affair","2","chillwave"
"2022","Scissor Sisters","1","pop"
"2022","VBND","1","electronic"
"2022","PIXL","3","electronic"
"2022","Saves the Day","1","emo"
"2022","Catching Flies","9","ambient"
"2022","Yuni Wa","4","vaporwave"
"2022","Red Hot Chili Peppers","8","rock"
"2022","Sweet Valley","10","instrumental hip-hop"
"2022","Maxence Cyrin","7","piano"
"2022","La Fleur","3","deep house"
"2022","Manchester Orchestra","1","indie rock"
"2022","SCNTST","10","techno"
"2022","Ross From Friends","7","House"
"2022","dead prez","1","Hip-Hop"
"2022","Moguai","4","House"
"2022","Felix da Housecat","5","electronic"
"2022","Jarv","2","Hip-Hop"
"2022","Prince","1","funk"
"2022","Emika","4","dubstep"
"2022","Mr Twin Sister","3","dream pop"
"2022","Bensley","1","Drum and bass"
"2022","Aoife Ní Fhearraigh","3","celtic"
"2022","Joy Division","5","post-punk"
"2022","edIT","6","glitch"
"2022","Yuna","3","malaysian"
"2022","Ian Ewing","1","chillhop"
"2022","El Huervo","8","electronic"
"2022","Odd Future","7","Hip-Hop"
"2022","Aluna","2","trance"
"2022","Gang Starr","5","Hip-Hop"
"2022","Rival","1","Grime"
"2022","Banx & Ranx","1","null"
"2022","Sade","1","soul"
"2022","Harmonic 313","1","dubstep"
"2022","Gonjasufi","2","experimental"
"2022","Clark","4","idm"
"2022","Autechre","3","idm"
"2022","Africa HiTech","5","dubstep"
"2022","!!!","19","electronic"
"2022","Grizzly Bear","4","indie"
"2022","Phoenix","13","indie"
"2022","STRFKR","17","electronic"
"2022","GoldLink","4","electronic"
"2022","Modeselektor","195","electronic"
"2022","Ehrling","2","electronic"
"2022","PLPS","1","null"
"2022","Pascäal","3","chillwave"
"2022","Teedra Moses","2","rnb"
"2022","Stephan Crown","5","null"
"2022","Megan Thee Stallion","7","Hip-Hop"
"2022","Hyroglifics","6","Drum and bass"
"2022","Yangze","2","electronic"
"2022","DynamicDuo","1","Korean"
"2022","The Touch","2","electronic"
"2022","Klaxons","2","new rave"
"2022","Dontcry","6","Lo-Fi"
"2022","RJD2","23","Hip-Hop"
"2022","Anna Lunoe","20","dance"
"2022","BAYNK","8","electronic"
"2022","Kodomo","1","idm"
"2022","Ta-ku","13","Hip-Hop"
"2022","Debby Friday","1","experimental"
"2022","Meduza","14","Power metal"
"2022","George Maple","11","electronic"
"2022","deadmau5 & Wolfgang Gartner","3","null"
"2022","Aera","6","krautrock"
"2022","Frederik Wiedmann","28","Soundtrack"
"2022","Charlotte Plank","2","electropop"
"2022","HAAi","7","electronic"
"2022","Betty Ford Boys","5","Hip-Hop"
"2022","Sepalot","2","Hip-Hop"
"2022","Scattle","16","electronic"
"2022","Dela","1","Hip-Hop"
"2022","Low Roar","5","ambient"
"2022","Mona San","1","electronic"
"2022","Louis Futon","1","electronic"
"2022","TREGS","1","nu-disco"
"2022","IMANU","1","electronic"
"2022","Goldwash","3","jazz"
"2022","Geotheory","1","electronic"
"2022","Lapalux","15","future garage"
"2022","Wayvee","1","trap"
"2022","Plusma","1","instrumental hip-hop"
"2022","J'San","1","Lo-Fi"
"2022","digitalluc","2","Hip-Hop"
"2022","Chill Children","3","Lo-Fi"
"2022","Psalm Trees","3","Lo-Fi"
"2022","Lester Nowhere","2","Hip-Hop"
"2022","sleepdealer","3","beats"
"2022","Philanthrope","7","instrumental hip-hop"
"2022","Delayde","1","Lo-Fi"
"2022","leavv","1","beats"
"2022","Saib","5","instrumental hip-hop"
"2022","Joey Pecoraro","1","chillhop"
"2022","cocabona","1","electronic"
"2022","Misha","1","Drum and bass"
"2022","wüsh","1","Lo-Fi"
"2022","mujo","1","beats"
"2022","JAY-Z","17","Hip-Hop"
"2022","voljum","1","Drum and bass"
"2022","Hiatus","3","Crust"
"2022","Falconite","6","electronic"
"2022","Umse","3","Hip-Hop"
"2022","Legal Highs","1","null"
"2022","Flume feat. T.Shirt","3","null"
"2022","Jay Rock","1","Hip-Hop"
"2022","Orbital","8","electronic"
"2022","Al Campbell","2","reggae"
"2022","Spor","16","Drum and bass"
"2022","Cro","8","Hip-Hop"
"2022","Busy P","13","electro"
"2022","Damu The Fudgemunk","10","instrumental hip-hop"
"2022","Power Glove","2","synthwave"
"2022","DANGERDOOM","4","Hip-Hop"
"2022","Swiss","1","Deutschrap"
"2022","Felix Cartal","2","electro"
"2022","Steve James","2","blues"
"2022","Great Good Fine OK","1","electronic"
"2022","Parcels","4","funk"
"2022","Crowded House","1","rock"
"2022","Radiohead","6","alternative"
"2022","Das Podcast UFO","3","comedy"
"2022","Yoga Hüftöffner für Entspannung & Beweglichkeit","1","null"
"2022","Taylor Swift","2","country"
"2022","blink-182","3","punk rock"
"2022","Ellis","2","singer-songwriter"
"2022","Armin van Buuren","1","trance"
"2022","Danny L Harle","13","electronic"
"2022","PlayaPhonk","1","phonk"
"2022","Lana Del Rey","4","female vocalists"
"2022","Tiësto","1","trance"
"2022","Chaos Chaos","8","indie pop"
"2022","Neon Indian","11","electronic"
"2022","Roosevelt","10","electronic"
"2022","biianco","1","electronic"
"2022","MØ","3","indie pop"
"2022","Men I Trust","14","dream pop"
"2022","Everything Everything","256","indie"
"2022","Kölsch","5","techno"
"2022","Vitalic","4","electronic"
"2022","Tsha","7","electronic"
"2022","Gajek","1","electronic"
"2022","Kelly Lee Owens","5","electronic"
"2022","Kode9","1","dubstep"
"2022","Bakar","3","french rap"
"2022","Zapatilla","1","electronic"
"2022","Jungle","4","electronic"
"2022","Dinamarca","2","electronic"
"2022","Doja Cat","6","pop"
"2022","Lone","11","idm"
"2022","The Kills","2","Garage Rock"
"2022","20syl","91","Hip-Hop"
"2022","ginla","1","electronic"
"2022","Will Cady","1","indie"
"2022","Catbeats","1","lofi"
"2022","KRS-One","1","Hip-Hop"
"2022","Bassnectar","3","dubstep"
"2022","Klangkarussell","4","House"
"2022","Cortex","1","post-punk"
"2022","Vylet Pony","5","electropop"
"2022","Swindle","1","dubstep"
"2022","Quima","13","null"
"2022","Kim Petras","5","pop"
"2022","Charlotte Gainsbourg","3","french"
"2022","Yellowman","3","reggae"
"2022","KC & The Sunshine Band","1","null"
"2022","Owl Vision","15","electronic"
"2022","Anamanaguchi","1","chiptune"
"2022","Little People","2","trip-hop"
"2022","The High & Mighty","1","null"
"2022","Mr. J. Medeiros","2","Hip-Hop"
"2022","Lemaitre","10","electronic"
"2022","MCR-T","1","Hip-Hop"
"2022","Deutsch Amerikanische Freundschaft","2","ebm"
"2022","YEEK","2","Hip-Hop"
"2022","Letherette","484","instrumental hip-hop"
"2022","Letdown.","1","modern rock"
"2022","Powell","3","techno"
"2022","Tirzah","5","rnb"
"2022","Electric Light Orchestra","3","classic rock"
"2022","Lil Ugly Mane","4","Hip-Hop"
"2022","M-Beat","1","jungle"
"2022","Liquid Liquid","5","post-punk"
"2022","Sam Hulick","9","Soundtrack"
"2022","Pascal Michael Stiefel","1","Soundtrack"
"2022","Partiboi69","6","ghettotech"
"2022","Ark Patrol","5","electronic"
"2022","Wiz Khalifa","12","Hip-Hop"
"2022","Sian Evans","2","Wonderful Women"
"2022","Ralph Castelli","9","indie"
"2022","TC","1","Drum and bass"
"2022","QUICKLY, QUICKLY","8","Lo-Fi"
"2022","Oshi","1","soul"
"2022","Paul Simon","1","singer-songwriter"
"2022","Kollektiv Turmstrasse","2","minimal"
"2022","pronobozo","3","breakbeat"
"2022","Cassius","7","House"
"2022","Thomas Barrandon","4","electronic"
"2022","Breakwater","4","emo"
"2022","The Toxic Avenger","13","electro"
"2022","iamthekidyouknowwhatimean","1","electronic"
"2022","Jack Wall","17","Soundtrack"
"2022","Posij","23","dubstep"
"2022","Ambassadeurs","2","electronic"
"2022","The Who","1","classic rock"
"2022","Krooked","2","Drum and bass"
"2022","Green Day","3","punk rock"
"2022","Fat Joe","1","Hip-Hop"
"2022","Whethan","9","electronic"
"2022","C2C","4","turntablism"
"2022","Waveshaper","1","synthwave"
"2022","Nelly Furtado","7","pop"
"2022","PARTYNEXTDOOR","2","rnb"
"2022","Fatoni","4","Hip-Hop"
"2022","Chipzel","4","chiptune"
"2022","Southstar","1","techno"
"2022","Gypsy In My Mind","1","null"
"2022","Steam Deck Review","1","null"
"2022","Two Feet","40","indie"
"2022","Kranium","2","doom metal"
"2022","Awesome Snakes","2","punk"
"2022","Bastille","2","indie"
"2022","Zuli","4","experimental"
"2022","SebastiAn feat. Bakar","2","null"
"2022","Mixed Matches","6","cloud rap"
"2022","AFX","3","idm"
"2022","Eurythmics","8","80s"
"2022","Philip Glass","1","minimalism"
"2022","Altrice","6","ambient"
"2022","Fredfades","1","Hip-Hop"
"2022","Teebs","18","downtempo"
"2022","Michael Hurd","1","null"
"2022","Shigeto","3","idm"
"2022","Les Sins","1","House"
"2022","Mastodon","1","Progressive metal"
"2022","Zurück in die Zukunft","1","hörspiel"
"2022","FireFly","1","Disco"
"2022","Stretches for Neck, Shoulder & Upper Back Pain Relief","1","null"
"2022","Wu-Lu","2","electronic"
"2022","DeVault","2","electronic"
"2022","George Clanton","8","chillwave"
"2022","Lip Sync Battle","1","lip sync"
"2022","Good Design, Bad Design Vol. 12","1","null"
"2022","Get Scorned","1","null"
"2022","We Have Band","1","electronic"
"2022","Phantogram","7","trip-hop"
"2022","Internet Comment Etiquette:","1","null"
"2022","Simon & Garfunkel","3","folk"
"2022","Men at Work","4","80s"
"2022","Noga Erez","2","electronic"
"2022","Thursday","1","post-hardcore"
"2022","Arcade Fire","4","indie"
"2022","Bombay Bicycle Club","2","indie"
"2022","TV on the Radio","1","indie"
"2022","The Knocks","3","electronic"
"2022","Amnesty","1","funk"
"2022","The Ian Carey Project","3","dance"
"2022","Jon Batiste","4","jazz"
"2022","Thundercat","29","funk"
"2022","MF DOOM","21","Hip-Hop"
"2022","Mason","1","electro"
"2022","Madonna","8","pop"
"2022","A$AP Rocky","15","Hip-Hop"
"2022","N.E.R.D","1","Hip-Hop"
"2022","Cadenza","3","electronic"
"2022","Collarbones","4","electronic"
"2022","Illenium","2","electronic"
"2022","Groundislava","3","downtempo"
"2022","Gianluca Motta","2","House"
"2022","SOUDIERE","3","phonk"
"2022","Kevin Abstract","1","Hip-Hop"
"2022","Kid Cudi","5","Hip-Hop"
"2022","山根麻衣","1","japanese"
"2022","Clem Beatz","9","french"
"2022","David Guetta","7","House"
"2022","Ibeyi","7","trip-hop"
"2022","CeeLo Green","3","soul"
"2022","Battles","6","math rock"
"2022","Gorillaz feat. Grace Jones","1","null"
"2022","Surkin","3","electro"
"2022","Muzz","1","indie rock"
"2022","Sekuoia","1","downtempo"
"2022","Nicol Matt und Morten Lauridsen","12","null"
"2022","300ZX Z31","4","null"
"2022","Charles Wright & The Watts 103rd Street Rhythm Band","4","funk"
"2022","Serious Danger","2","speed garage"
"2022","Aaaron","1","techno"
"2022","CD","1","trip-hop"
"2022","$ONO$ CLIQ","1","seen live"
"2022","Carpet Patrol","1","instrumental hip-hop"
"2022","Sporty-O","1","breakbeat"
"2022","Retrogott","1","Hip-Hop"
"2022","Dream Koala","1","Lo-Fi"
"2022","Carmen","2","Progressive rock"
"2022","Dave DK","1","minimal"
"2022","Koreless","2","future garage"
"2022","Wiley","1","Grime"
"2022","Desired State","1","Drum and bass"
"2022","Romare","2","electronic"
"2022","Chris Lorenzo","6","electronic"
"2022","Audio88 & Yassin","3","Hip-Hop"
"2022","Tritonal feat. Cristina Soto","1","trance"
"2022","HEALTH","3","experimental"
"2022","Beshken","1","downtempo"
"2022","Ess√°y","1","null"
"2022","kaizen 92","1","Lo-Fi"
"2022","SMUV","1","beats"
"2022","JFilt","1","Hip-Hop"
"2022","Reso","2","dubstep"
"2022","Moth Equals","2","trip-hop"
"2022","Flamingosis","5","Hip-Hop"
"2022","Mono:Massive","2","beats"
"2022","edapollo","5","electronic"
"2022","Between the Buried and Me","2","Progressive metal"
"2022","The Budos Band","1","funk"
"2022","Orgone","2","funk"
"2022","The Fearless Flyers","2","funk"
"2022","Delvon Lamarr Organ Trio","2","funk"
"2022","l'éclair","3","instrumental"
"2022","The Du-Rites","2","funk"
"2022","Janko Nilovic","3","lounge"
"2022","Cory Wong","2","funk"
"2022","Black Market Brass","1","funk"
"2022","The Olympians","1","soul"
"2022","Herbie Hancock","4","jazz"
"2022","Neil Diamond","1","singer-songwriter"
"2022","Février","2","electronic"
"2022","Van Halen","3","hard rock"
"2022","Lane 8","5","House"
"2022","Moa Pillar","2","wonky"
"2022","Die","1","death metal"
"2022","Gyptian","2","reggae"
"2022","General Ludd","1","electronic"
"2022","The Persuasions","1","soul"
"2022","Eek-a-Mouse","1","reggae"
"2022","KiNK","2","House"
"2022","Frankey & Sandrino","1","null"
"2022","Donna Summer","2","Disco"
"2022","Percussions","2","techno"
"2022","Gerry Read","1","House"
"2022","Eyeliner","6","vaporwave"
"2022","Jessie Ware","6","soul"
"2022","waldo the funk","1","Deutschrap"
"2022","Ash O'Connor","6","future house"
"2022","Eric B. & Rakim","4","Hip-Hop"
"2022","Televisor","6","nu-disco"
"2022","Favored Nations","1","electronic"
"2022","Swardy","6","electronic"
"2022","Av.i","1","trip hop"
"2022","Gyvus","3","chillout"
"2022","Air","1","electronic"
"2022","Miami Horror","1","electronic"
"2022","Sébastien Tellier","1","electronic"
"2022","Jon Hopkins","9","ambient"
"2022","DyE","4","electronic"
"2022","Valve","6","Soundtrack"
"2022","Konami","18","video game music"
"2022","Snoop Dogg vs. David Guetta","1","House"
"2022","Jaycut","1","null"
"2022","SYV","1","Psychedelic Rock"
"2022","Devries","1","shoegaze"
"2022","Dreamers Delight","2","chillout"
"2022","DAT ADAM","3","cloud rap"
"2022","Dog Blood","3","dubstep"
"2022","Run the Jewels","3","Hip-Hop"
"2022","Myke Bogan","2","Hip-Hop"
"2022","Arca","11","electronic"
"2022","LIZ","8","pop"
"2022","Quay Dash","5","Hip-Hop"
"2022","Topi","2","electronic"
"2022","Kraftwerk","6","electronic"
"2022","CunninLynguists","1","Hip-Hop"
"2022","TheFatRat","2","electronic"
"2022","The War on Drugs","3","indie rock"
"2022","N.A.S.A.","6","Hip-Hop"
"2022","Abstract Orchestra","24","jazz"
"2022","Flume & Chet Faker","1","electronic"
"2022","Matt Lange","1","Progressive House"
"2022","The Brotet","2","jazz"
"2022","Jamie XX + four Tet","1","null"
"2022","Synkro","1","dubstep"
"2022","alt-J","8","indie"
"2022","Foxygen","1","psychedelic"
"2022","Alberto Balsalm","1","electronic"
"2022","Tyler The Creator Surprise NYC show","1","null"
"2022","Agents Of Time","3","techno"
"2022","The Midnight","1","synthwave"
"2022","Julien Dyne","2","electronic"
"2022","What So Not","17","trap"
"2022","INXS","1","rock"
"2022","Diplo","13","electronic"
"2022","Blood Orange","5","chillwave"
"2022","Okay Kaya","1","indie"
"2022","Yussef Dayes","3","jazz"
"2022","Midland","2","deep house"
"2022","Henry Rodrick","2","footwork"
"2022","Adam Pits","2","idm"
"2022","Turnstile","2","hardcore"
"2022","Club Winston","3","USA"
"2022","Arthur Hnatek","1","ambient"
"2022","Indian Wells","1","ambient"
"2022","Modeselektor feat. Flohio","1","null"
"2022","YUKI","4","j-pop"
"2022","LIONCLAD","3","Hip-Hop"
"2022","cocainejesus","2","vaporwave"
"2022","FreshD","2","null"
"2022","Fresh Dumbledore","8","dumblecore"
"2022","Fresh d","2","dumblecore"
"2022","James Blake","11","dubstep"
"2022","Manic Focus","1","electronic"
"2022","Desired","1","future funk"
"2022","Die Flippers","3","Die Flippers"
"2022","Dave","2","Hip-Hop"
"2022","Mystic-Force","3","Progressive metal"
"2022","Greta Van Fleet","1","hard rock"
"2022","All Them Witches","1","Stoner Rock"
"2022","Truckfighters","1","Stoner Rock"
"2022","Audioslave","1","rock"
"2022","Superposition","1","ambient"
"2022","Jeremiah Fraites","3","ambient"
"2022","Carpenter Brut","12","synthwave"
"2022","kx5","2","electronic"
"2022","TesseracT","4","Progressive metal"
"2022","Ronnie Dyson","1","soul"
"2022","Max Cooper","4","minimal"
"2022","Cherub","2","electronic"
"2022","Prophets of Rage","1","rapcore"
"2022","Iggy Azalea","2","Hip-Hop"
"2022","Snoop Dogg","4","Hip-Hop"
"2022","Fu Manchu","1","Stoner Rock"
"2022","Floating Points","9","electronic"
"2022","Call Super","1","techno"
"2022","Andy Bach","1","null"
"2022","Ahadadream","2","electronic"
"2022","Andromeda Complex","2","neofolk"
"2022","Addison Groove","3","Juke"
"2022","Idris Muhammad","1","jazz"
"2022","Seven Orbits","2","electronic"
"2022","Nuyorican Soul","4","funk"
"2022","Cop Envy","2","techno"
"2022","Atmosfear","1","Progressive metal"
"2022","Danvers","1","emo"
"2022","Man Tear","2","electronic"
"2022","Nicholas Britell","1","Soundtrack"
"2022","Jungle by Night","2","afrobeat"
"2022","Tangerine Dream","2","electronic"
"2022","Aaliyah","2","rnb"
"2022","Mick Jenkins","7","Hip-Hop"
"2022","Ginuwine","4","rnb"
"2022","Mica Levi","1","experimental"
"2022","Demdike Stare","1","dark ambient"
"2022","Magic Drum Orchestra","1","drums"
"2022","Save","1","metalcore"
"2022","Saint Etienne","1","electronic"
"2022","Carli","1","dance"
"2022","God Within","1","chillout"
"2022","Fuzzy Sun","2","indie pop"
"2022","Sarathy Korwar","2","jazz"
"2022","Purity Ring","9","electronic"
"2022","Nikki Nair","1","electronic"
"2022","Vladimir Dubyshkin","2","techno"
"2022","Kanye West, Jay‐Z, Pusha T, CyHi da Prynce & Swizz Beatz & The RZA","1","null"
"2022","Kanye West, Jay‐Z, Rick Ross & Nicki Minaj & Bon Iver","1","null"
"2022","Yung Hurn feat. JONNY5","2","null"
"2022","Young Marco","1","House"
"2022","Breaka","1","electronic"
"2022","SHARIF LAFFREY","3","null"
"2022","Frankie Knuckles","1","House"
"2022","Tom Blip","2","null"
"2022","Genevieve Stokes","1","indie"
"2022","Blonde Redhead","1","indie"
"2022","Rustie","9","dubstep"
"2022","J-Cut & Kolt Siewerts","1","null"
"2022","Max Romeo","4","reggae"
"2022","The Aggrovators","1","dub"
"2022","Bob Marley & The Wailers","7","reggae"
"2022","Howard Shore","15","Soundtrack"
"2022","David Hasselhoff","1","pop"
"2022","The Killers","1","indie"
"2022","Eric Clapton","1","classic rock"
"2022","Canned Heat","1","blues rock"
"2022","Weezer","2","rock"
"2022","Jack Johnson","1","acoustic"
"2022","Duke Dumont","1","House"
"2022","Cornershop","1","indie"
"2022","Milky Chance","1","indie"
"2022","10cc","1","classic rock"
"2022","Die Fantastischen Vier","1","german"
"2022","Samy Deluxe","1","Hip-Hop"
"2022","Mandragora","2","Melodic Death Metal"
"2022","Rampue","1","electronic"
"2022","Kasablanca","1","trance"
"2022","Deichkind","1","electronic"
"2022","Tom Petty","1","classic rock"
"2022","MC Smook","1","Hip-Hop"
"2022","Vampire Weekend","2","indie"
"2022","+44","1","punk rock"
"2022","OTPendia","1","null"
"2022","A.i.d.S.","1","black metal"
"2022","Lil Nas X","17","Hip-Hop"
"2022","Pimf","1","live gesehen"
"2022","Mungo Jerry","1","classic rock"
"2022","Apache 207","1","Hip-Hop"
"2022","Bala Bala Boyz","1","electronic"
"2022","Russian Village Boys","1","electronic"
"2022","Malle Anja","1","null"
"2022","Tarek K.I.Z","1","Deutschrap"
"2022","Anonym & Dauerdicht","1","null"
"2022","Pablo Pepstasy","2","techno"
"2022","Ikke Hüftgold","1","germany"
"2022","Modest Mouse","1","indie"
"2022","Girl Talk","30","mashup"
"2022","Showtek","1","hardstyle"
"2022","Frittenbude","3","electropunk"
"2022","Electric Youth","4","synthpop"
"2022","Vetiver","1","folk"
"2022","Pixies","2","alternative"
"2022","Mehnersmoos","1","Hip-Hop"
"2022","juse ju","3","Hip-Hop"
"2022","Crystal F","1","Deutschrap"
"2022","Angerfist","1","hardcore"
"2022","Inside Emma Chamberlain's Radiant New Home","1","null"
"2022","Fitzilt Far","1","null"
"2022","Clams Casino","7","Hip-Hop"
"2022","Cubicolor","1","House"
"2022","Yoga gegen Verspannungen im Schulter Nacken Bereich","1","null"
"2022","Redbone","1","classic rock"
"2022","Yes","1","Progressive rock"
"2022","SIR W4TTS","7","null"
"2022","Unown","1","metal"
"2022","Andy Hunter","1","electronic"
"2022","Scott Grooves","2","deep house"
"2022","Poetically","4","electro house"
"2022","Nelward","1","Soundtrack"
"2022","EOD","3","Acid"
"2022","Zamilska","2","techno"
"2022","TeamDoyobi","1","null"
"2022","Quinoline Yellow","1","idm"
"2022","Andy Stott","2","dub techno"
"2022","Atom™","1","glitch"
"2022","Arovane","1","idm"
"2022","Oneohtrix Point Never","4","ambient"
"2022","Gamers In Exile","1","electronic"
"2022","patten","1","electronic"
"2022","Blödel Allstars","1","null"
"2022","Rian Treanor","1","idm"
"2022","Telefon Tel Aviv","1","idm"
"2022","s e r é n a t e","1","null"
"2022","Mike & Rich","1","Hip-Hop"
"2022","Kettel","1","idm"
"2022","cosmicosmo","2","electronic"
"2022","Against All Logic","26","electronic"
"2022","Frost","1","black metal"
"2022","iPhone 14 Pro","1","null"
"2022","Bonobo feat. Jamila Woods","1","electronica"
"2022","Thomas Roussel, Orchestre Lamoureux & Justice","2","null"
"2022","Machine Code","6","darkstep"
"2022","Jonwayne","6","Hip-Hop"
"2022","Mach-Hommy","1","Hip-Hop"
"2022","ZelooperZ","1","Hip-Hop"
"2022","J Dilla","3","Hip-Hop"
"2022","Mike","1","Hip-Hop"
"2022","Mos Def","1","Hip-Hop"
"2022","The Alchemist","3","Hip-Hop"
"2022","Tips And Tricks","1","null"
"2022","Sample Breakdown: MF DOOM","1","null"
"2022","Sample Breakdown: Nas","1","null"
"2022","Petra Bock","28","null"
"2022","OOHYO","9","electronic"
"2022","Crystal Fighters","1","electronic"
"2022","Andrew Bayer","2","Progressive House"
"2022","Robot Science","5","electronic"
"2022","Marz","1","Hip-Hop"
"2022","Marvin Gaye","5","soul"
"2022","BILO 503","2","instrumental hip-hop"
"2022","Ozzie","3","trap"
"2022","Kaasi","4","electronic"
"2022","Keyza","1","Hip-Hop"
"2022","Womack & Womack","1","soul"
"2022","Oliver Cheatham","1","funk"
"2022","Curtis Mayfield","1","soul"
"2022","Kenny Segal","1","Hip-Hop"
"2022","Sleepnet","2","Drum and bass"
"2022","Kucka","6","chillout"
"2022","Lazerhawk","2","synthwave"
"2022","Cool Company","1","funk"
"2022","Alborosie","1","reggae"
"2022","Rebelution","2","reggae"
"2022","Kasabian","2","indie"
"2022","Casiopea","2","Fusion"
"2022","She","1","chiptune"
"2022","La Bouche","4","eurodance"
"2022","Whysp","4","folk"
"2022","Coyote Kisses","1","electronic"
"2022","Øfdream","2","electronic"
"2022","Shinichi Osawa","5","electronic"
"2022","Oddisee","1","Hip-Hop"
"2022","Aumon","1","null"
"2022","GRIMM Doza","1","beats"
"2022","Dylan Brady","1","electronic"
"2022","Song Select","1","null"
"2022","Pauly D Part 2","1","null"
"2022","MONDO GROSSO","7","acid jazz"
"2022","Wild Ones","4","indie"
"2022","Valaire","1","electronic"
"2022","長沼英樹","3","video game music"
"2022","The Bombay Royale","2","funk"
"2022","Jungle Brothers","1","Hip-Hop"
"2022","Siames","4","electronic"
"2022","Now, Now","1","indie"
"2022","Martin Solveig","10","House"
"2022","Coco & Clair Clair","1","null"
"2022","Skee-Lo","3","Hip-Hop"
"2022","Charlotte Day Wilson","3","soul"
"2022","Pharrell Williams","15","Hip-Hop"
"2022","Ambientcloud","5","ambient"
"2022","Loggins & Messina","1","null"
"2022","Danger Mouse","1","Hip-Hop"
"2022","CHON","1","math rock"
"2022","Thrice","2","post-hardcore"
"2022","La Roux","1","electropop"
"2022","Macky Gee","2","Drum and bass"
"2022","Simian Mobile Disco","7","electronic"
"2022","FIL BO RIVA","3","singer-songwriter"
"2022","Cirrus","1","electronic"
"2022","Lil Dicky","4","Hip-Hop"
"2022","Percival Schuttenbach","1","folk metal"
"2022","Black Star","1","Hip-Hop"
"2022","Gary Numan","5","new wave"
"2022","AC/DC","3","hard rock"
"2022","Portugal. The Man","4","experimental"
"2022","The Legend of Zelda: Breath of the Wild","1","null"
"2022","Barry Can't Swim","1","House"
"2022","yaya bey","1","rnb"
"2022","Weval","6","techno"
"2022","Saint Jude","1","blues rock"
"2022","Damon Albarn","6","britpop"
"2022","Fractall","2","brazil"
"2022","The Hundred in the Hands","1","electronic"
"2022","Loka","1","ninja tune"
"2022","The Cinematic Orchestra","1","jazz"
"2022","Two Fingers","2","Grime"
"2022","Andreya Triana","1","soul"
"2022","Stateless","1","trip-hop"
"2022","Antipop Consortium","1","Hip-Hop"
"2022","Souleance","2","Hip-Hop"
"2022","Luniz","2","Hip-Hop"
"2022","Lizzo","11","Hip-Hop"
"2022","Little Big","2","electronic"
"2022","Black Milk","1","Hip-Hop"
"2022","FootRocket","1","USA"
"2022","Popof","1","minimal"
"2022","Ariana Grande","1","pop"
"2022","Deon Custom","2","electronic"
"2022","The Caracal Project","2","french"
"2022","Animal Collective","3","experimental"
"2022","James Pants","1","electronic"
"2022","Mount Kimbie","7","dubstep"
"2022","Mono/Poly","3","electronic"
"2022","Manatee Commune","2","chillwave"
"2022","Devonwho","5","Hip-Hop"
"2022","Disclosure & Common","1","null"
"2022","Disclosure & Kehlani & Syd","1","null"
"2022","Disclosure & Blick Bassy","1","null"
"2022","Disclosure & Fatoumata Diawara","2","null"
"2022","Disclosure & Mick Jenkins","2","null"
"2022","Disclosure & Aminé & slowthai","2","null"
"2022","Disclosure & Channel Tres","2","null"
"2022","Disclosure & Kelis","2","null"
"2022","Orions Belte","2","psychedelic"
"2022","Illuminati Hotties","1","indie rock"
"2022","Umii","1","electronic"
"2022","Blackbird Blackbird","2","chillwave"
"2022","YUNGBLUD","1","indie rock"
"2022","Ed Sheeran","1","acoustic"
"2022","Fliptrix","1","Hip-Hop"
"2022","JJ DOOM","6","Hip-Hop"
"2022","Ninja Sex Party","4","comedy"
"2022","AbJo","4","instrumental hip-hop"
"2022","Macross 82-99","3","vaporwave"
"2022","Milk Flud","3","ambient"
"2022","Snoop Lion","3","reggae"
"2022","Kendrick Lamar","14","Hip-Hop"
"2022","OFWGKTA","4","Hip-Hop"
"2022","Death Cab for Cutie","2","indie"
"2022","Yelle","7","french"
"2022","James Mercy","3","future"
"2022","Bazzi","2","rnb"
"2022","Hucci","3","trap"
"2022","Sinjin Hawke","2","wonky"
