day,count,artist,track
"7/19/2021","15","Leon Vynehall","In>Pin"
"7/18/2021","20","Sophie","HARD"
"7/17/2021","20","Tyler, the Creator","SAFARI"
"7/15/2021","16","Tycho","Montana"
"7/14/2021","16","Tyler, the Creator","SAFARI"
"7/10/2021","17","Frank Ocean","End"
"7/9/2021","17","Frank Ocean","Futura Free"
"7/9/2021","40","Tyler, the Creator","I THINK"
"7/8/2021","22","Tyler, the Creator","911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)"
"7/8/2021","15","Modeselektor","Movement"
"7/7/2021","15","Machine Code","Velocity"
"7/7/2021","36","Moderat","BeatsWaySick"
"7/6/2021","39","Tyler, the Creator","RISE! (feat. DAISY WORLD)"
"7/5/2021","56","Tyler, the Creator","JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)"
"7/5/2021","32","Leon Vynehall","Snakeskin ∞ Has-Been - Edit"
"7/3/2021","18","Noisia","The Approach (Reprise)"
"7/1/2021","22","Tyler, the Creator","SAFARI"
"6/30/2021","17","Flume","Spring"
"6/30/2021","27","Modeselektor","Devotion is such a strong word"
"6/30/2021","64","Tyler, the Creator","SAFARI"
"6/29/2021","33","Tyler, the Creator","SAFARI"
"6/29/2021","17","Boards of Canada","Happy Cycling"
"6/28/2021","25","Tyler, the Creator","RISE!"
"6/28/2021","22","Letherette","optimise in prime"
"6/25/2021","26","Gaspard Augé","Welcome"
"6/25/2021","43","Tyler, the Creator","Wolf"
"6/21/2021","38","Tyler, the Creator","B*tch Suck D*ck"
"6/18/2021","44","Modeselektor","Disc"
"6/17/2021","23","Modeselektor","Evil Twin feat. Otto von Schirach"
"6/16/2021","16","Moderat","The Fool"
"6/15/2021","49","Modeselektor","Disc"
"6/14/2021","26","Modeselektor","The Germs"
"6/12/2021","39","Modeselektor","Devotion is such a strong word"
"6/10/2021","16","Death Grips","Hacker"
"6/10/2021","21","Modeselektor","Mean"
"6/9/2021","52","Modeselektor","Social Distancing"
"6/8/2021","25","Modeselektor","Social Distancing"
"6/5/2021","15","Porter Robinson","Unfold"
"6/2/2021","19","Childish Gambino","Redbone"
"5/30/2021","16","Porter Robinson","Trying to Feel Alive"
"5/29/2021","15","Brock Berrigan","Last Call at the Monastery"
"5/27/2021","51","M.I.A.","M.I.A"
"5/26/2021","21","M.I.A.","Sunshowers"
"5/26/2021","25","Modeselektor","Devotion is such a strong word"
"5/22/2021","16","Tyler, the Creator","Enjoy Right Now, Today"
"5/21/2021","19","Porter Robinson","Musician"
"5/19/2021","35","Kanye West","Big Brother"
"5/19/2021","15","Trevor Something","Selling My Soul"
"5/17/2021","15","Porter Robinson","Trying to Feel Alive"
"5/8/2021","18","Flume","Spring"
"5/8/2021","15","Porter Robinson","Unfold"
"5/7/2021","55","Porter Robinson","Get Your Wish - DJ NOT PORTER ROBINSON Remix"
"5/5/2021","103","Brock Berrigan","Gold Rush"
"5/4/2021","17","Porter Robinson","Language - Extended Mix"
"5/3/2021","33","Porter Robinson","Get Your Wish"
"5/2/2021","19","Bon Iver","Jelmore"
"5/1/2021","30","Porter Robinson","Lifelike"
"4/30/2021","16","Myd","The Bouncer"
"4/29/2021","17","Porter Robinson","Something Comforting"
"4/28/2021","28","Porter Robinson","Musician"
"4/27/2021","20","Porter Robinson","Mirror"
"4/26/2021","45","Porter Robinson","Trying to Feel Alive"
"4/26/2021","37","Modeselektor","EM Ocean"
"4/25/2021","37","20syl","Nine Nights"
"4/24/2021","56","Porter Robinson","Get Your Wish"
"4/23/2021","62","Porter Robinson","Look at the Sky"
"4/16/2021","20","Gorillaz","Circle Of Friendz (feat. Brandon Markell Holmes)"
"4/15/2021","33","Modeselektor","Who"
"4/14/2021","30","Modeselektor","Who"
"4/13/2021","17","Modeselektor","Ohm"
"4/13/2021","16","Justice","Carpates"
"4/11/2021","37","Brock Berrigan","Rocket"
"4/10/2021","17","Flume","Spring"
"4/10/2021","15","Justice","Randy (WWW)"
"4/8/2021","32","Flume","Sleepless"
"4/3/2021","19","Danger","23:05"
"4/2/2021","15","Danger","22:41"
"4/2/2021","15","Gorillaz","Opium (feat. EARTHGANG)"
"3/30/2021","27","Charli XCX","Paradise (feat. Hannah Diamond)"
"3/25/2021","26","AllttA","Holy Toast - Instrumental"
"3/24/2021","19","Yung Hurn","Y. HURN wieso?"
"3/23/2021","21","your best friend jippy","Limonada Suíça"
"3/9/2021","28","Grimes","Visiting Statue"
"3/6/2021","21","Grimes","Genesis"
"3/5/2021","23","Grimes","Know the Way"
"3/3/2021","15","Grimes","Eight"
"3/2/2021","26","Grimes","Oblivion"
"3/1/2021","87","Grimes","IDORU"
"2/25/2021","15","Daft Punk","Technologic"
"2/24/2021","17","Daft Punk","Around the World"
"2/23/2021","28","Daft Punk","One More Time"
"2/16/2021","15","Mac DeMarco","My Old Man"
"2/11/2021","28","Sophie","It's Okay to Cry"
"2/10/2021","18","Sophie","Immaterial"
"2/10/2021","16","Fatoni","Benjamin Button"
"2/7/2021","20","Karma Fields","Midnight Drive vs You and Me - Live Edit"
"2/3/2021","15","A.L.I.S.O.N","Nightride (Revisited)"
"2/2/2021","16","Karma Fields","Body Rush (feat. Millennial Serial Killer)"
"1/31/2021","23","Karma Fields","Dreams"
"1/31/2021","22","Brock Berrigan","Michelin Star"
"1/30/2021","17","Karma Fields","Colorblind - Live Edit"
"1/21/2021","23","Gesaffelstein","Belgium"
"1/20/2021","30","DROELOE","Push Through"
"1/14/2021","24","MedaSin","Landing"
"1/13/2021","16","Brock Berrigan","September 22nd"
"1/7/2021","16","MedaSin","Go Crazy"
"1/4/2021","94","Brock Berrigan","The Look"
"12/31/2020","24","20syl","Ongoing Thing"
"12/29/2020","15","Flume","Amber"
"12/28/2020","17","Flume","Spring"
"12/26/2020","19","Flume","Tiny Cities"
"12/23/2020","18","Gorillaz","Kids With Guns"
"12/22/2020","30","Flume","The Difference"
"12/17/2020","17","Tyler, the Creator","Pigs"
"12/12/2020","66","Gorillaz","Humility (feat. George Benson) - DJ Koze Remix"
"12/11/2020","24","deadmau5","Superlover"
"12/9/2020","27","Moderat","Ethereal"
"12/1/2020","16","Dankmus.","Lemonade, Please"
"11/28/2020","31","Engelwood","crystal dolphin"
"11/27/2020","19","Gorillaz","Empire Ants"
"11/26/2020","16","The Prodigy","Poison"
"11/24/2020","18","Pendulum","Tarantula"
"11/23/2020","35","Dankmus.","Pretzel Wagon"
"11/21/2020","25","Nujabes","Sea of Cloud"
"11/21/2020","29","Daft Punk","Too Long"
"11/20/2020","16","Boys Noize","Frau (feat. I-Robots)"
"11/17/2020","16","Flume","Amber"
"11/16/2020","21","Low Roar","I'll Keep Coming"
"11/16/2020","29","Dankmus.","Make Way for Willie"
"11/7/2020","17","Flume","Spring"
"11/4/2020","18","Gorillaz","Dead Butterflies (feat. Kano and Roxani Arias)"
"11/2/2020","27","Crack Ignaz","Grüne Dächer"
"11/2/2020","20","Posij","No Cats"
"11/2/2020","22","Gorillaz","Désolé (feat. Fatoumata Diawara) - Extended Version"
"10/31/2020","27","Brock Berrigan","Observation Point"
"10/31/2020","29","Gorillaz","Dead Butterflies (feat. Kano and Roxani Arias)"
"10/30/2020","42","Gorillaz","Désolé (feat. Fatoumata Diawara) - Extended Version"
"10/29/2020","19","Gorillaz","Kids With Guns"
"10/29/2020","31","SSIO","Jabi"
"10/29/2020","23","Noisia","Into Dust"
"10/28/2020","36","Dankmus.","Young and Rich"
"10/27/2020","23","Death from Above 1979","Crystal Ball"
"10/23/2020","20","Brock Berrigan","Night Out of Town"
"10/20/2020","17","Noisia","Get Deaded"
"10/20/2020","16","AllttA","Touch Down, Pt. II"
"10/13/2020","39","Dankmus.","Three Dee"
"10/12/2020","23","Logic","I Am The Greatest"
"10/10/2020","23","Madvillain","Rhinestone Cowboy"
"10/7/2020","27","20syl","One or Won"
"10/7/2020","19","Sebastian","Thirst"
"10/6/2020","15","AllttA","Holy Toast"
"10/6/2020","25","Tears for Fears","Head Over Heels / Broken"
"10/5/2020","19","Tears for Fears","Mothers Talk - Short Version"
"9/29/2020","26","AllttA","Paradise Lost"
"9/29/2020","15","Sebastian","Better Now - Edit"
"9/28/2020","15","Audio88","Das letzte Lied"
"9/24/2020","19","Disclosure","White Noise"
"9/22/2020","28","Madvillain","All Caps"
"9/21/2020","33","Kanye West","Homecoming"
"9/15/2020","16","The Gaslamp Killer","Holy Mt. Washington"
"9/13/2020","16","Daft Punk","Da Funk"
"9/9/2020","32","Childish Gambino","Me and Your Mama"
"8/28/2020","19","Metallica","(Anesthesia) - Pulling Teeth - Live"
"8/24/2020","17","Felix da Housecat","Rocket Ride - Soulwax Rock It Right Remix"
"8/23/2020","18","Brock Berrigan","Welcome to the Family"
"8/13/2020","43","20syl","Nine Nights"
"8/11/2020","20","Tyler, the Creator","Garden Shed (feat. Estelle)"
"8/9/2020","21","Childish Gambino","I. Pink Toes"
"8/6/2020","29","Flume","╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌"
"8/4/2020","19","Logic","Hit My Line"
"8/2/2020","24","Frank Ocean","Forrest Gump"
"7/29/2020","23","Frank Ocean","Start"
"7/29/2020","17","Logic","The Incredible True Story"
"7/27/2020","34","Logic","The Incredible True Story"
"7/27/2020","17","Thundercat","It Is What It Is"
"7/20/2020","16","Thundercat","It Is What It Is"
"7/16/2020","51","Letherette","montego fuzz"
"7/13/2020","15","Brock Berrigan","Silver Linings"
"7/10/2020","16","Frank Ocean","Bad Religion"
"7/9/2020","50","Frank Ocean","In My Room"
"7/8/2020","19","Low Roar","I'll Keep Coming"
"7/7/2020","26","Low Roar","The Machine"
"7/7/2020","18","Tyler, the Creator","Garden Shed (feat. Estelle)"
"7/3/2020","18","Frank Ocean","Futura Free"
"7/3/2020","17","Major Lazer","Light It Up - 4B Remix"
"7/1/2020","18","Tyler, the Creator","EARFQUAKE"
"6/28/2020","27","Moderat","Milk"
"6/23/2020","31","Flume","Drop the Game"
"6/22/2020","46","Tyler, the Creator","ARE WE STILL FRIENDS?"
"6/19/2020","21","Childish Gambino","I. Flight of the Navigator"
"6/18/2020","23","Childish Gambino","II. Shadows"
"6/16/2020","93","Childish Gambino","3005"
"6/16/2020","23","Tyler, the Creator","THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q)"
"6/16/2020","17","Frank Ocean","End"
"6/15/2020","43","Childish Gambino","Heartbeat"
"6/12/2020","17","Giraffage","Undress U"
"6/12/2020","16","Childish Gambino","Boogieman"
"6/9/2020","19","Digitalism","No Data"
"6/9/2020","15","Sweet Valley","No Harm"
"6/8/2020","18","Childish Gambino","The Night Me and Your Mama Met"
"5/30/2020","22","Disclosure","Moonlight"
"5/29/2020","17","Camo & Krooked","Come Together"
"5/24/2020","18","Sebastian","Run for Me"
"5/23/2020","18","Digitalism","Apollo-Gize"
"5/18/2020","44","Brock Berrigan","Fax Machine"
"5/16/2020","20","Dankmus.","Damn Vegetables"
"5/15/2020","131","Dankmus.","Drinkypoos"
"5/14/2020","39","Dankmus.","Is Cat Now"
"5/13/2020","21","Dankmus.","Beer in the Coconut"
"5/11/2020","51","Digitalism","Stratosphere"
"5/10/2020","15","Dankmus.","You Got the Dud"
"5/9/2020","23","Camo & Krooked","Witchdoctor - Red Bull Symphonic"
"5/8/2020","26","Dankmus.","Mr. McGreg"
"5/7/2020","42","Dankmus.","Three Dee"
"5/6/2020","23","Queen","Another One Bites The Dust - Remastered 2011"
"5/6/2020","17","Muse","Thought Contagion"
"5/4/2020","50","Dankmus.","Damn Vegetables"
"5/4/2020","19","Queen","Another One Bites The Dust - Remastered 2011"
"4/29/2020","62","Dankmus.","Put Her Back In"
"4/28/2020","34","Dankmus.","Snrub"
"4/28/2020","15","Suff Daddy","Too Much"
"4/27/2020","94","Dankmus.","Bed Goes Up"
"4/25/2020","23","Flume","Holdin On"
"4/20/2020","24","deadmau5","Messages from nowhere"
"4/14/2020","43","Flume","Levitate"
"4/10/2020","23","Flume","Drop the Game"
"4/6/2020","16","Yuksek","The Only Reason"
"4/6/2020","16","Yung Hurn","Opernsänger - Prod. Shamu of Drumdummie"
"4/5/2020","17","Flume","Spring"
"4/3/2020","18","The Glitch Mob","Fly By Night Only (feat. Yaarrohs)"
"4/2/2020","27","Flume","Dreamtime"
"4/1/2020","46","Flume","The Difference"
"3/31/2020","20","Mac DeMarco","Trouble Believing - Demo"
"3/31/2020","41","Flume","Spring"
"3/26/2020","37","Frank Ocean","Futura Free"
"3/24/2020","19","Boards of Canada","Semena Mertvykh"
"3/24/2020","19","Flume","Levitate"
"3/23/2020","18","Mac DeMarco","Finally Alone"
"3/19/2020","20","Basslovers United","Light up the Night"
"3/19/2020","19","Toro y Moi","Rose Quartz"
"3/18/2020","53","Flume","Quirk"
"3/17/2020","58","Flume","Take A Chance"
"3/16/2020","17","Two Feet","We Will Be Alright"
"3/15/2020","22","Two Feet","Felt like playing guitar and not singing part 2"
"3/14/2020","26","MedaSin","Friends"
"3/13/2020","21","Flume","Never Be Like You"
"3/12/2020","31","MedaSin","Beta Testing"
"3/9/2020","16","Flume","Weekend"
"3/8/2020","21","Nelly Furtado","Somebody to Love"
"3/6/2020","75","your best friend jippy","All That Talk"
"2/25/2020","35","Flume","Spring"
"2/25/2020","28","SSIO","Nullkommaeins"
"2/20/2020","15","Mac Quayle","1.0_7-waitfortheQ.ogg"
"2/19/2020","65","Mac Quayle","1.6_2-a-way-out.wav"
"2/18/2020","16","Flume","Spring"
"2/17/2020","23","Lil Ugly Mane","Wishmaster"
"2/14/2020","15","Awesome Snakes","The Future Of The Snake Industry"
"2/13/2020","126","Flume","FRIENDS"
"2/12/2020","29","Flume","My Boo - Triple j Like A Version"
"2/10/2020","32","Flume","╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌╫§╜φ°⌂▌"
"2/9/2020","97","Flume","High Beams"
"2/8/2020","18","Flume","Possum"
"2/7/2020","52","Flume","Rushing Back"
"2/6/2020","26","Flume","Amber"
"2/5/2020","15","Toro y Moi","Say That"
"2/4/2020","19","Flume","High Beams"
"2/4/2020","15","Kognitif","Walking On Sunshine"
"2/2/2020","16","Flume","Never Be Like You"
"1/30/2020","32","Sebastian","Kindercut"
"1/29/2020","15","DJ Blyatman","Balalaika"
"1/29/2020","25","Audio88","Normale Freunde"
"1/27/2020","16","Tyler, the Creator","Partyisntover/Campfire/Bimmer"
"1/26/2020","22","Toro y Moi","50-50"
"1/26/2020","19","Brock Berrigan","Baxter"
"1/24/2020","22","Classixx","All You're Waiting for"
"1/23/2020","23","Karma Fields","S > M > T (SUPER MEGA TOKYO)"
"1/21/2020","19","Frank Ocean","Pink + White"
"1/20/2020","18","Boys Noize","L.I.P."
"1/19/2020","18","Frank Ocean","Nikes"
"1/16/2020","27","Boys Noize","The Fix"
"1/15/2020","20","Frank Ocean","Start"
"1/14/2020","22","Boys Noize","Sweet Light"
"1/13/2020","29","SSIO","Vorspiel"
"1/13/2020","19","Mura Masa","Know Me Better"
"1/12/2020","29","Tycho","Pink & Blue"
"1/9/2020","23","Sebastian","Movement"
"1/2/2020","16","Sebastian","Beograd - Edit"
"1/2/2020","17","Frank Ocean","Godspeed"
"12/31/2019","24","Coldplay","A Head Full of Dreams"
"12/30/2019","26","Jack Wall","Love Theme"
"12/30/2019","15","Mikolai Stroinski","The Wolf And The Swallow"
"12/30/2019","17","Flume","Amber"
"12/25/2019","17","Yung Hurn","Du lügst"
"12/24/2019","34","Yung Hurn","Eisblock"
"12/23/2019","20","Yung Hurn","Nein - Prod. 2Rvr3Beatz"
"12/22/2019","17","Yung Hurn","Cabrio"
"12/22/2019","16","Home","Oort Cloud"
"12/22/2019","25","Trevor Something","Leave"
"12/20/2019","18","Yung Hurn","Flieg"
"12/19/2019","19","Frank Ocean","Futura Free"
"12/18/2019","22","SSIO","Übertreib nicht deine Roli"
"12/18/2019","18","Sebastian","Prime"
"12/17/2019","19","Tyler, the Creator","A BOY IS A GUN*"
"12/16/2019","21","Mac DeMarco","Chamber of Reflection"
"12/16/2019","15","Sebastian","Run for Me"
"12/14/2019","15","Tyler, the Creator","Enjoy Right Now, Today"
"12/13/2019","15","Mac DeMarco","This Old Dog"
"12/13/2019","17","SSIO","Warum lügst du?"
"12/12/2019","16","Mac DeMarco","Chamber of Reflection"
"12/9/2019","20","SSIO","1 min"
"12/6/2019","37","SSIO","Übertreib nicht deine Roli"
"12/6/2019","23","FLOOR BABA","START STOP"
"12/4/2019","28","Sebastian","Handcuffed to a Parking Meter"
"12/2/2019","19","SSIO","Lockige Brusthaare"
"12/2/2019","21","Frank Ocean","Futura Free"
"11/30/2019","29","Justice","Valentine"
"11/29/2019","42","SSIO","Ibis Hotel"
"11/28/2019","33","SSIO","Ibis Hotel"
"11/27/2019","20","SSIO","Ibis Hotel"
"11/25/2019","22","Toro y Moi","New House"
"11/25/2019","20","King Gizzard & The Lizard Wizard","Pop in My Step"
"11/23/2019","16","Flume","Spring"
"11/21/2019","17","Justice","Intro - Live Version"
"11/20/2019","17","Frank Ocean","Lost"
"11/19/2019","22","Sebastian","Time to Talk"
"11/18/2019","17","Low Roar","Bones"
"11/17/2019","15","Sebastian","Time to Talk"
"11/15/2019","21","Sebastian","Sev"
"11/14/2019","22","Yung Hurn","Rauch"
"11/13/2019","23","Sebastian","スィート Sweet"
"11/13/2019","20","Noisia","The Approach (Reprise)"
"11/12/2019","23","Sebastian","Pleasant"
"11/8/2019","31","Sebastian","Run for Me"
"11/6/2019","39","Frank Ocean","White Ferrari"
"11/5/2019","37","Frank Ocean","In My Room"
"11/4/2019","16","Frank Ocean","In My Room"
"11/3/2019","31","Frank Ocean","In My Room"
"11/2/2019","37","SSIO","Hör dir nicht dieses Lied an"
"10/31/2019","27","Frank Ocean","Ivy"
"10/29/2019","48","Tyler, the Creator","FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)"
"10/29/2019","18","Frank Ocean","White Ferrari"
"10/28/2019","44","Frank Ocean","Nikes"
"10/27/2019","35","Frank Ocean","Thinkin Bout You"
"10/26/2019","23","Crack Ignaz","Swah"
"10/25/2019","19","Flume","Star Eyes"
"10/23/2019","27","Frank Ocean","DHL"
"10/22/2019","48","Frank Ocean","DHL"
"10/21/2019","17","Jamie xx","Girl"
"10/14/2019","26","Tyler, the Creator","Where This Flower Blooms"
"10/14/2019","20","Frank Ocean","Futura Free"
"10/13/2019","25","Frank Ocean","Solo"
"10/12/2019","15","Frank Ocean","Lost"
"10/10/2019","15","Tyler, the Creator","IGOR'S THEME"
"10/9/2019","21","Tyler, the Creator","Glitter"
"10/8/2019","17","King Gizzard & The Lizard Wizard","Inner Cell"
"10/7/2019","43","Frank Ocean","Novacane"
"10/2/2019","16","Flume","Weekend"
"10/1/2019","25","Yuksek","To See You Smile"
"9/30/2019","16","DJ Shadow","Transmission 3"
"9/29/2019","20","Yuksek","White Keys"
"9/27/2019","35","King Gizzard & The Lizard Wizard","Billabong Valley"
"9/25/2019","51","King Gizzard & The Lizard Wizard","Crumbling Castle"
"9/24/2019","22","King Gizzard & The Lizard Wizard","Doom City"
"9/23/2019","15","King Gizzard & The Lizard Wizard","Mars for the Rich"
"9/22/2019","20","King Gizzard & The Lizard Wizard","Rattlesnake"
"9/16/2019","15","Boards of Canada","Nothing Is Real"
"9/13/2019","17","Sebastian","Motor"
"9/9/2019","21","Brock Berrigan","Night Owl"
"9/2/2019","26","Brock Berrigan","Split Decision"
"8/28/2019","16","Disclosure","What's in Your Head"
"8/26/2019","17","Digitalism","TV TV"
"8/25/2019","17","Current Value","Jump - Enei Remix"
"8/21/2019","15","Tyler, the Creator","Tamale"
"8/15/2019","23","fingerspit","Artificial Flaws"
"8/11/2019","16","Brock Berrigan","An Old Love Tale"
"8/4/2019","82","Tyler, the Creator","Potato Salad"
"8/1/2019","33","Tyler, the Creator","I THINK"
"8/1/2019","15","Burial","Distant Lights"
"7/30/2019","19","Tyler, the Creator","Potato Salad"
"7/30/2019","20","Noisia","Square Feet"
"7/30/2019","31","Aesop Rock","Dokken Rules (feat. Rob Sonic) - Bonus Track"
"7/22/2019","21","Tyler, the Creator","WHAT'S GOOD"
"7/11/2019","31","Tyler, the Creator","Partyisntover/Campfire/Bimmer"
"7/11/2019","21","Madvillain","The Illest Villains"
"7/9/2019","21","Burial","Near Dark"
"7/4/2019","26","The Bloody Beetroots","Irreversible (feat. Anders Friden)"
"7/3/2019","22","Tyler, the Creator","Partyisntover/Campfire/Bimmer"
"7/2/2019","25","Tyler, the Creator","I THINK"
"7/2/2019","17","Frank Ocean","Seigfried"
"6/26/2019","22","Tyler, the Creator","ARE WE STILL FRIENDS?"
"6/25/2019","19","Tyler, the Creator","NEW MAGIC WAND"
"6/20/2019","23","Tyler, the Creator","November"
"6/18/2019","16","Tyler, the Creator","WHAT'S GOOD"
"6/17/2019","18","Tyler, the Creator","EARFQUAKE"
"6/17/2019","16","Frank Ocean","Godspeed"
"6/15/2019","17","Tyler, the Creator","I DON'T LOVE YOU ANYMORE"
"6/15/2019","21","Finch Asozial","Eskalation"
"6/14/2019","15","Finch Asozial","DJ Heiko"
"6/14/2019","22","Seth Everman","I Love You, Nintendo"
"6/13/2019","18","Tyler, the Creator","WHAT'S GOOD"
"6/13/2019","17","Finch Asozial","DJ Heiko"
"6/11/2019","36","Fatoni","Authitenzität"
"6/6/2019","31","Tyler, the Creator","PEACH FUZZ"
"6/6/2019","15","Toro y Moi","Still Sound"
"6/5/2019","19","Tyler, the Creator","ARE WE STILL FRIENDS?"
"6/5/2019","27","Toro y Moi","Laws of the Universe"
"6/4/2019","20","Flying Lotus","Galaxy in Janaki"
"6/3/2019","18","Tyler, the Creator","GONE, GONE / THANK YOU"
"6/3/2019","37","Toro y Moi","Girl Like You"
"6/2/2019","29","Toro y Moi","Inside My Head"
"6/1/2019","19","Tyler, the Creator","WHAT'S GOOD"
"6/1/2019","42","Toro y Moi","Girl Like You"
"5/30/2019","19","Tyler, the Creator","OKRA"
"5/29/2019","45","[bsd.u]","Outro"
"5/29/2019","22","Flume","How To Build A Relationship"
"5/28/2019","30","Tyler, the Creator","GONE, GONE / THANK YOU"
"5/27/2019","27","Tyler, the Creator","Garbage"
"5/26/2019","15","Tyler, the Creator","A BOY IS A GUN*"
"5/25/2019","35","Tyler, the Creator","GONE, GONE / THANK YOU"
"5/25/2019","16","Kill Paris","Easy On Me"
"5/24/2019","17","Tyler, the Creator","NEW MAGIC WAND"
"5/24/2019","25","Brock Berrigan","The Waiting Game"
"5/23/2019","22","Tyler, the Creator","NEW MAGIC WAND"
"5/23/2019","15","Billie Eilish","lovely (with Khalid)"
"5/22/2019","27","Tyler, the Creator","A BOY IS A GUN"
"5/22/2019","18","Nosaj Thing","Light #5"
"5/21/2019","43","Tyler, the Creator","Glitter"
"5/20/2019","49","Tyler, the Creator","Answer"
"5/19/2019","34","Tyler, the Creator","IGOR'S THEME"
"5/18/2019","25","Tyler, the Creator","I DON'T LOVE YOU ANYMORE"
"5/13/2019","36","Death Grips","Hustle Bones"
"5/13/2019","19","Frank Ocean","Pyramids"
"5/12/2019","24","Tyler, the Creator","Where This Flower Blooms"
"5/10/2019","17","Letherette","Discoette"
"5/9/2019","20","Madvillain","Great Day"
"5/8/2019","35","Tyler, the Creator","November"
"5/7/2019","39","Frank Ocean","Bad Religion"
"5/4/2019","15","Frank Ocean","Thinkin Bout You"
"5/4/2019","16","Tyler, the Creator","Glitter"
"5/3/2019","18","Tyler, the Creator","Partyisntover/Campfire/Bimmer"
"5/3/2019","17","Toro y Moi","Mona Lisa"
"4/30/2019","26","Toro y Moi","Miss Me"
"4/30/2019","20","Flume","Holdin On"
"4/29/2019","27","Toro y Moi","Divina - Live"
"4/27/2019","24","Tyler, the Creator","Yonkers"
"4/26/2019","16","Flume","Spring"
"4/26/2019","16","Viktor Vaughn","G.M.C."
"4/26/2019","17","Kill Bill: The Rapper","Summertime (The Overflow)"
"4/24/2019","19","Noisia","Square Feet"
"4/18/2019","21","[bsd.u]","Outro"
"4/15/2019","24","Brock Berrigan","Lake Powell"
"4/13/2019","15","Flume","Spring"
"4/12/2019","76","Brock Berrigan","Parting Words"
"4/9/2019","32","Toby Fox","Vs. Susie"
"4/5/2019","27","Flume","How To Build A Relationship"
"4/3/2019","16","Flume","Spring"
"4/2/2019","19","Flume","Jewel"
"3/29/2019","35","Flume","Tiny Cities"
"3/28/2019","19","Flume","FRIENDS"
"3/27/2019","22","Flume","How To Build A Relationship"
"3/26/2019","51","Flume","71m3"
"3/23/2019","41","Flume","Ecdysis"
"3/18/2019","15","Trevor Something","Garbage (Bonus Track)"
"3/18/2019","15","Camo & Krooked","Helios"
"3/15/2019","16","Flume","Tiny Cities"
"3/13/2019","44","Frank Ocean","Swim Good"
"3/12/2019","16","Jerry Folk","Sweetness on My Tongue"
"3/8/2019","15","Yassin","Eine Kugel"
"3/7/2019","15","Photay","Inharmonious Slog"
"3/5/2019","28","Yassin","Nie so"
"2/26/2019","22","Fatoni","Stalingrad"
"2/26/2019","35","Tyler, the Creator","PEACH FUZZ"
"2/25/2019","17","Fatoni","Semmelweisreflex"
"2/25/2019","18","Jakey","Cafeteria"
"2/25/2019","17","Flying Lotus","Galaxy in Janaki"
"2/19/2019","25","Justice","Safe And Sound"
"2/10/2019","26","FLOOR BABA","VAPOR"
"2/6/2019","116","Brock Berrigan","Summer of 86"
"2/6/2019","33","Danger","8.02"
"2/5/2019","39","Danger","6:03"
"2/4/2019","21","Danger","9:20"
"2/1/2019","15","Antwon","Your Best Friend"
"1/19/2019","18","Mura Masa","Lovesick"
"1/19/2019","17","Golden Features","1991"
"1/19/2019","24","AllttA","Turn Around"
"1/16/2019","18","OVERWERK","Pressure"
"1/16/2019","15","Trevor Something","Garbage (Bonus Track)"
"1/15/2019","17","FLOOR BABA","VOID"
"1/14/2019","23","FLOOR BABA","ANNAHIR"
"1/14/2019","15","Lorn","Oxbow B"
"1/13/2019","28","Orchestre Lamoureux","Waters of Nazareth / We Are Your Friends (Orchestral Version)"
"12/27/2018","34","Jonwayne","dirty dan"
"12/26/2018","19","Foreign Beggars","Keep It Comin'"
"12/24/2018","18","Just A Gent","The End"
"12/21/2018","18","Logic","The Incredible True Story"
"11/26/2018","17","Mura Masa","Know Me Better"
"11/23/2018","44","Orchestre Lamoureux","Pigmalion, Scene 3: Que D'Appas!"
"11/20/2018","27","Frank Ocean","Swim Good"
"11/17/2018","40","Tyler, the Creator","Window (feat. Domo Genesis, Frank Ocean, Hodgy Beats & Mike G)"
"11/17/2018","29","Mura Masa","When U Need Me"
"11/14/2018","26","Yung Hurn","Popo"
"11/13/2018","16","Frank Ocean","Novacane"
"11/11/2018","16","Tyler, the Creator","Enjoy Right Now, Today"
"11/10/2018","25","Klimeks","Tokyo Train"
"11/9/2018","22","Frank Ocean","Super Rich Kids"
"11/9/2018","24","Seth Everman","I Love You, Nintendo"
"11/8/2018","25","Tyler, the Creator","IFHY"
